ICBMSD;ICBM Systems Directorate;sentinel
ICC;Integrated Command Center;sentinel
ICD;Initial Capabilities Document;sentinel
ICD;Interface Control Document;sentinel
ICE;Independent Cost Estimate;sentinel
ICG;Interconnect Group;sentinel
ICS;Interim Contractor Support;sentinel
ICWG;Interface Control Working Group;sentinel
ICYMI;In Case You Missed It;sentinel
I&D;Infrastructure and Deployment;sentinel
IDA;Institute for Defense Analyses;sentinel
IDD;Interface Description Document;sentinel
IDE;Integrated Digital Environment;sentinel
IDE;Integrated Development Environment (developed by NG);sentinel
IDR;Integrated Data Repository;sentinel
IDR;Interim Design Review;sentinel
IDS;Instrumentation Development System;sentinel
IDS;Intrusion Detection System;sentinel
IDT;Infrastructure & Deployment Team (NG IPT);sentinel
IETM;Interactive Electronic Technical Manual (digital version of old paper based TOs);sentinel
IFAM;IFC Architecture Model;sentinel
ILHA;Integrated Logistics Health Assessment;sentinel
ILS;Integrated Logistics Support;sentinel
ILSP;Integrated Logistics Support Plan;sentinel
IMDB;Integrated Missile Database;sentinel
IMINT;Imagery Intelligence (TerraServer, Google Maps);sentinel
IMP;Integrated Master Plan;sentinel
IMS;Integrated Master Schedule;sentinel
IMU;Inertial Measurement Unit;sentinel
INSA;Integrated Nuclear Survivability Analysis;sentinel
INSI;Initial Nuclear Surety Inspection;sentinel
IOC;Initial Operational Capabilities;sentinel
IOI;Item of Interest;sentinel
IOT&E;Initial Operational Test and Evaluation;sentinel
IP;Innovation & Planning;sentinel
IP;Internet Protocol;sentinel
IPA;Independent Program Assessment;sentinel
IPFA;Integrated Program Forecast Assessment;sentinel
IPL;Integrated Priority List;sentinel
IPMDAR;Integrated Program Management Data Analysis Report (JSON CDRL deliveries for EVMS);sentinel
IPR;In Progress Review;sentinel
IPS;Integrated Product Support;sentinel
IPT;Integrated Product Team;sentinel
IR;Internal Review;sentinel
IRM;"Information Rights Management; docs and spreadsheets; as opposed to DRM";sentinel
IRB;Independent Review Board;sentinel
IR&M;Infrastructure Restoration and Modernization;sentinel
IRS;Interface Requirement Specification;sentinel
IRT;Internal Review Team;sentinel
IS;Information Systems;sentinel
ISA;Interconnect Service Agreement;sentinel
ISAD;Information Security Architecture & Design;sentinel
ISC;Integrated Support Contractor;sentinel
ISDR;Intelligence & Security Document Repository;sentinel
ISP;Information Support Plan;sentinel
ISPR;ICBM Survivability Program Review;sentinel
ISR;In-Service Review;sentinel
ISS;Initial Safety Study or Interim Safety Study;sentinel
ISSM;Information Systems Security Manager;sentinel
ISSO;Information Systems Security Officer;sentinel
IT;Information Technology;sentinel
ITAB;Information Technology Acquisition Board;sentinel
ITAR;International Traffic in Arms Regulations;sentinel
ITASE;Integrated Threat Analysis & Simulation Environment;sentinel
ITC;Integrated Training Center;sentinel
ITF;Integrated Test Facility;sentinel
ITP;Integrated Test Plan;sentinel
ITR;Initial Technical Review;sentinel
ITRA;Independent Technical Risk Assessment;sentinel
ITT;Integrated Test Team;sentinel
ITTS;Integrated Task Tracking System;sentinel
ITW;Integrated Tactical Warning;sentinel
IUID;Item Unique Identification;sentinel
IV&V;Independent Verification and Validation;sentinel
IWG;Interface Working Group;sentinel
IWO;Internal Work Order;sentinel
J&A;Justification & Approval (for sole source contracts);sentinel
JADE;Joint Access Database Environment;sentinel
JCB;Joint Capabilities Board;sentinel
JCIDS;Joint Capabilities Integration & Development System;sentinel
JCS;Joint Chiefs of Staff;sentinel
JEDMICS;Joint Engineering Data Management Information and Control System;sentinel
JEON;Joint Emergent Operational Needs;sentinel
JHU;Johns Hopkins University;sentinel
Jira;"Atlassian task tracking software; not an acronym; short for Gojira Japanese name for Godzilla ";sentinel
JITC;Joint Interoperability Test Command;sentinel
JPAS;Joint Personnel Adjudication System;sentinel
JROC;Joint Requirements Oversight Council;sentinel
JSD;Joint Staffing Designator;sentinel
JSIG;Joint Special Access Program (SAP) Implementation Guide;sentinel
JSPS;Joint Strategic Planning System;sentinel
JUON;Joint Urgent Operational Needs;sentinel
JWICS;Joint Worldwide Intelligence Communications System;sentinel
JWSTAP;Joint Weapon System Technical Advisory Panel;sentinel
KDC;Key Distribution Center;sentinel
KM/KT;Knowledge Management Knowledge Transfer;sentinel
KPP;Key Performance Parameter;sentinel
KSA;Key System Attribute;sentinel
LC;Launch Center;sentinel
LCC;Launch Control Center;sentinel
LCC;Life Cycle Cost;sentinel
LCM;Life Cycle Management;sentinel
LCMP;Life Cycle Management Plan;sentinel
LCMR;Life Cycle Management Review;sentinel
LCS;Large Class Stage;sentinel
LCSP;Life-Cycle Sustainment Plan;sentinel
LDOT;Lab Design Operations and Test;sentinel
LDTO;Lead Development Test & Evaluation Organization;sentinel
LE;Life Extension;sentinel
LEP;Life Extension Program;sentinel
LETSE;Limited Effectivity Test Support Equipment;sentinel
LF;Launch Facility;sentinel
LFT&E;Live Fire Test and Evaluation;sentinel
LFXR;Large Flash X-ray;sentinel
LGC;Launch Guidance Control;sentinel
LL;Launch Location;sentinel
LLNL;Lawrence Livermore National Lab;sentinel
L&M;Sections L&M of the RFP;sentinel
LM;Lockheed Martin;sentinel
LMDP;Lifecycle Mission Data Plan;sentinel
LOR;Level of Rigor;sentinel
LORA;Level of Repair Analysis;sentinel
LOTD;Letter of Technical Direction;sentinel
LPD;Launch Power Distribution;sentinel
LPTA;Lowest Price Technically Acceptable;sentinel
LRA;Local Registration Authority;sentinel
LRB;Leadership Review Board;sentinel
LRE;Latest Revised Estimate;sentinel
LRIP;Low Rate Initial Production;sentinel
LRP;Long Range Planning;sentinel
LRR;Launch Readiness Review;sentinel
LRSO;Long Range Stand-Off (Missile);sentinel
LRSP;Long Range Strategic Plan;sentinel
LS;Launch Systems;sentinel
LSA;Logistics Support Analysis;sentinel
LSI;Lead Systems Integrator;sentinel
LSO;Local Security Office;sentinel
LSS;Launch Support System;sentinel
LTN;Late to Need;sentinel
LQW;Labor Quantity Workbook;sentinel
M&S;Modeling & Simulation;sentinel
MAF;Missile Alert Facility;sentinel
MAIS;Major Automated Information System;sentinel
MAJCOM;Major Air Command;sentinel
MAJCON;Major Command;sentinel
MAP;Mitigation Assistance Plan;sentinel
MAR;Monthly Activity Report;sentinel
MAT;Miniature Analog Translator (vs GDT);sentinel
MBOM;Manufacturing Bill of Materials;sentinel
MBSE;Model Based Systems Engineering;sentinel
MCAD;Mechanical CAD;sentinel
MCAT;Metadata Catalog;sentinel
MCAT;Missile Component Advanced Technology;sentinel
MCNP;Monte Carlo Nuclear Program;sentinel
MCOTS;Modified Commercial Off the Shelf;sentinel
MCS;Medium Class Stage;sentinel
MDA;Milestone Decision Authority;sentinel
MDA;Missile Defense Agency;sentinel
MDAP;Major Defense Acquisition Programs;sentinel
MDD;Material Development Decision;sentinel
MDOC;Mission Defense Operations Center;sentinel
MDR;Major Design Review;sentinel
MDT;Mean Down Time;sentinel
MES;Manufacturing Execution Systsm;sentinel
MER;Manpower Estimate Report;sentinel
MES;Manufacturing Execution System;sentinel
MFR;Monthly Funds Review;sentinel
MHC;Mission Handling Complex;sentinel
MIF;Missile Integration Facility;sentinel
MILCON;Military Construction;sentinel
MIPR;Military Interdepartmental Purchase Request;sentinel
MIRTs;Multi-functional Independent Review Teams;sentinel
MIS;Management Information System;sentinel
MMF;Mission Modeling Framework;sentinel
MNX;Maintenance;sentinel
MOA;Memorandum of Agreement;sentinel
MOAB;Mother of all Briefings;sentinel
MOAR;Minuteman Operational Accuracy Report;sentinel
MOE;Measure of Effectiveness;sentinel
MOP;Measure of Performance;sentinel
MOU;Memorandum of Understanding;sentinel
MPE;Major Program Events;sentinel
MPI;Maintenance Performance Indicator Report;sentinel
MPS;Master Production Schedule;sentinel
MPT;"Mission Partner Team (built to solve a specific problem; like a tiger team; e.g., MILCON or UCS)";sentinel
MRA;Manufacturing Readiness Assessment;sentinel
MRL;Manufacturing Readiness Level;sentinel
MRO;Maintenance, Repair, Overhaul;sentinel
MRP;Manufacturing Resource Planning;sentinel
MS&A;Modeling, Simulation, and Analysis;sentinel
MSA;Material Solution Analysis;sentinel
MSGSA;Missile System Ground Safety Approved;sentinel
MSIC;Missile and Space Intelligence Center;sentinel
MSR;Monthly Status Report;sentinel
MSS;Missile Suspension System;sentinel
MTA;Maintenance Task Analysis;sentinel
MTBF;Mean Time Between Failures;sentinel
MTF;Maintenance Training Facility;sentinel
MTTR;Mean Time to Repair;sentinel
MUA;Military Unit Assessment;sentinel
MVCR;Minimum Viable Capability Requirement;sentinel
MVP;Minimum Viable Product;sentinel
NAD;North American Datum (coordinates);sentinel
NAM;Non-Action Message;sentinel
NC2;Nuclear Command & Control (Execution);sentinel
NC3;Nuclear Command, Control, & Communications (Authorization);sentinel
NCA;National Command Authority;sentinel
NCCS;Nuclear Navigation Command & Control System;sentinel
NCDSMO;National Cross-Domain Strategy and Management Office;sentinel
NCIS;Nuclear Certification Impact Statement;sentinel
NCWG;Nuclear Certification Working Group;sentinel
NDAA;National Defense Authorization Act;sentinel
NDI;Non-Developmental Items;sentinel
NEPA;National Environmental Policy Act;sentinel
NG;Northrup Grumman;sentinel
NIE;National Intelligence Estimate;sentinel
NIMS;Navigational Inertial Measurement System;sentinel
NIPR;Non-Secure Internet Protocol Router;sentinel
NISP;National Industrial Security Program;sentinel
NISPOM;NISP Operating Manual;sentinel
NIST;National Institute of Science and Technology;sentinel
NMC;Not Mission Capable;sentinel
NMCB;Not Mission Capable for Both;sentinel
NMCC;National Military Control Center;sentinel
NMCM;Not Mission Capable for Maintenance;sentinel
NMCS;Not Mission Capable for Supply;sentinel
NNSA;National Nuclear Security Administration;sentinel
NOFORN;No Foreign Nationals;sentinel
NR KPP;Net Ready KPP;sentinel
NRO;National Reconnaissance Office;sentinel
NSA;National Security Agency;sentinel
NSAR;Nuclear Safety Analysis Report;sentinel
NSATE;Nuclear Safety Analysis and Technical Evaluation;sentinel
NSCCA;Nuclear Safety Cross-Check Analysis (software firmware);sentinel
NSCDV;NS Computing Device Variant;sentinel
NSP;Nuclear Surety Procedure;sentinel
NSRI;National Strategic Research Institute;sentinel
NSS;National Security System;sentinel
NSSC;Nuclear Surety, Software, & Cyber;sentinel
NSSE;NS Support Equipment (NG PLT element);sentinel
NSTR;Nothing Significant to Report;sentinel
NTA;Nuclear Effects - Albuquerque;sentinel
NWSSG;Nuclear Weapon System Surety Group;sentinel
OA;Operational Assessment;sentinel
OADR;Originating Agency's Determination Required;sentinel
OASD;Office of the Assistant Secretary of Defense for Sustainment;sentinel
OBC;Onboard Computer;sentinel
OBTE;On Board Test Equipment;sentinel
OC;Ownership Cost;sentinel
OCA;Original Classifying Authority;sentinel
OCONUS;Outside the Continental U.S.;sentinel
OCR;Office of Coordinating Responsibility;sentinel
ODC;Other Direct Charges;sentinel
OEF;Offer Entry Form;sentinel
OFI;Opportunity for Improvement;sentinel
OFP;Operational Flight Program;sentinel
OGE;Operational Ground Equipment;sentinel
OGP;Operational Ground Program;sentinel
OI;Operating Instruction;sentinel
OIPT;Overarching Integrated Product Team;sentinel
OMG;Object Management Group;sentinel
OOB;Order of Battle;sentinel
OOSEM;Object Oriented Systems Engineering Method;sentinel
OPCERT;Operational Certification;sentinel
OPM;Office of Personnel Management;sentinel
OPR;Office of Primary Responsibility;sentinel
OPSEC;Operational Security;sentinel
ORA;Operational Requirements Analysis;sentinel
ORB;Oral Review Board;sentinel
O&S;Operations & Support;sentinel
OSA;Open Source Architecture;sentinel
OSA;Open Storage Area;sentinel
OSD;Office of the Secretary of Defense;sentinel
OSINT;Open Source Intelligence (Internet, blogs, websites);sentinel
OSS&E;Operation Safety, Suitability, & Effectiveness (gov DER responsibility for HW/SW);sentinel
OT;Operational Test;sentinel
OTB;Over-Target Baseline;sentinel
OTE;Onboard Test Equipment;sentinel
OTRR;Operational Test Readiness Review;sentinel
OTS;Over-Target Schedule;sentinel
OTTB;Own the Technical Baseline;sentinel
OTTBCD;OTTB Capability Development;sentinel
OUSD;Office of the Undersecretary of Defense;sentinel
OUSD(R&E);Research & Engineering;sentinel
OV;Operational View (1,2,3,4,5);sentinel
OWSA;Operational Weapon System Assests;sentinel
PAP;Propulsion Applications Program;sentinel
PAQM;Program Assurance Quality & Manufacturing;sentinel
PAR;Project Access Request;sentinel
PAR;Program Action Request (NG defect management process);sentinel
PATE;Performance Analysis and Technical Evaluation;sentinel
PBA;Performance Based Agreement;sentinel
PBACM;Post Boost Attitude Control Module;sentinel
PBCS;Post-Boost Control System;sentinel
PBDB;Product Baseline Data Package;sentinel
PBL;Performance Based Logistics;sentinel
PBPS;Post-Boost Propulsion System;sentinel
PCA;Physical Configuration Audit;sentinel
PCAB;Program Corrective Action Board;sentinel
PCAM;Prime Control Account Manager;sentinel
P-CDRA;Post Critical Design Review Assessment;sentinel
PCOL;Procurement Contracting Officer Letter;sentinel
PCS;Permanent Change of Station;sentinel
PCT;Prime Contractor Team;sentinel
PD;Process Document;sentinel
PDM;Program Decision Memorandum;sentinel
PDM;Programmed Depot Maintenance;sentinel
PDP;Product Design Package;sentinel
PDR;Preliminary Design Review;sentinel
PDS;Protected Distribution System;sentinel
PEA;Performance Evaluation Area;sentinel
PEM;Program Element Monitor;sentinel
PEN;Parallel Execution Network;sentinel
PEO;Program Executive Officer;sentinel
PES;Program Execution Summit (formerly IRT);sentinel
PESHE;Programmatic Environment, Safety and Occupational Health Evaluation;sentinel
PET;Proposal Evaluation Team;sentinel
PHI;Protected Health Information;sentinel
PH&M;Prognostic Health & Management;sentinel
PID;Program Introduction Document;sentinel
PIGA;Pendulous Integrating Gyroscopic Accelerometer;sentinel
PII;Personal Identifiable Information;sentinel
PIR;Post Implementation Review;sentinel
PIT;Program Integration Team;sentinel
PKI;Public Key Infrastructure;sentinel
PK/PZ;Contracting (office symbol);sentinel
PL;Project Lead (DAR process);sentinel
PLC;Program Labor Code;sentinel
PLM;Product Lifecycle Management;sentinel
PLT;Payloads Team (NG IPT);sentinel
PMB;Performance Measurement Baseline;sentinel
PMBOK;Program Management Body of Knowledge;sentinel
PMO;Program Management Office;sentinel
PMP;Program Management Professional;sentinel
PM&P;Parts, Materials, & Processes;sentinel
PMR;Program Management Review;sentinel
PMRF;Pacific Missile Range Facility;sentinel
POA&M;Plan of Action & Milestones;sentinel
PoDD;Point of Departure Design;sentinel
POE;Program Office Estimate;sentinel
POG;Program Officers' Group;sentinel
POM;Program Objective Memorandum;sentinel
POM;Program Officers Meeting;sentinel
POP;Period of Performance;sentinel
POSS;Pre-Operational Safety Study;sentinel
P-PDRA;Post PDR Assessment;sentinel
PPIP;Program Protection Implementation Plan;sentinel
PPP;Program Protection Plan;sentinel
PPP;Public Private Partnership;sentinel
PQM;Production Quality & Manufacturing (old);sentinel
PRB;Problem Reporting Board (NG Board);sentinel
PREIAP;Planning Requirements for Environmental Impact Analysis Process;sentinel
PRISM;Program Intelligence & Strategic Modeling;sentinel
PRP;Personnel Reliability Program;sentinel
PRP;Problem Reporting Process (NG Defect Tracker);sentinel
PRR;Production Readiness Review;sentinel
PRS;Payload Reentry System;sentinel
PSAC;Plan for Software Aspects of Certification;sentinel
PSAM;Product Support Architectural Model;sentinel
PSDB;Power & Signal Distribution Box;sentinel
PSI;Product Support Integrator;sentinel
PSM;Product Support Manager;sentinel
PSP;Product Support Provider;sentinel
PSR;Program Support Review;sentinel
PSRE;Propulsion System Rocket Engine;sentinel
PSS;Preliminary Safety Study;sentinel
PT;Payload Transporter;sentinel
PWS;Performance Work Statement;sentinel
QBD;Quantifiable Backup Data;sentinel
QBR;Quarterly Business Review;sentinel
QTR;Quality Tech Review;sentinel
QU;Qualification Unit;sentinel
RAA;Rapid Acquisition Authority;sentinel
RAAR;Required Assets Available Review;sentinel
RACI;Responsible, Accountable, Consulted, Informed;sentinel
RAD;Requirements Allocation Document;sentinel
RAD;Required Assets Delivered;sentinel
RAM;Responsibility Assignment Matrix;sentinel
RAM-C;Reliability, Availability, Maintainability and Cost ;sentinel
RATM;Requirements Allocation Traceability Matrix;sentinel
RBAC;Role-Based Access Control;sentinel
RC2B;Resilient Command & Control Bus;sentinel
RCM;Reliability Centered Maintenance;sentinel
RD;Restricted Data;sentinel
RDO;Regular Day Off;sentinel
RDT&E;Research, Development, Test, & Evaluation;sentinel
R&E;Research & Engineering ( engineering arm for OUSD);sentinel
REA;Request for Equitable Adjustment;sentinel
REACT;Rapid Execution and Combat Targeting;sentinel
REST;Representational State Transfer (API);sentinel
ReTiCIP;Real-Time Critical Intelligence Parameter;sentinel
RFA;Request for Action;sentinel
RFI;Request for Information;sentinel
RFP;Request for Proposal;sentinel
RGC;Reliability Growth Curve;sentinel
RH;Radiation Hard;sentinel
RHFOG;Radiation Hard Fiber Optic Gyroscope;sentinel
RIA;Requirements, Integration, Architecture;sentinel
RICM;RAM Internal Coordination Meeting;sentinel
RIF;Rapid Innovation Funding (USAF);sentinel
RIPL;Requirements, Interface, Profiles Library;sentinel
RIO;Risks, Issues, & Opportunities;sentinel
RMB;Risk Management Board;sentinel
RMCT;Requirements Management Certification Training;sentinel
RMF;Risk Management Framework;sentinel
RMP;Risk Management Plan;sentinel
RMS;Reliability, Maintainability, & Supportability;sentinel
R/O;Risk and Opportunity;sentinel
ROD;Record of Decision;sentinel
ROME;Reconnaissance Operations Management Enterprise;sentinel
RS;Reentry System;sentinel
RSE;Reentry System Electronics;sentinel
RSSR;Range Safety System Report;sentinel
RV;Reentry Vehicle;sentinel
RVA;Remote Visual Assessment;sentinel
RVAM;Requirements Verification Architecture Model;sentinel
S3E;System Software Security Engineering;sentinel
S2S;Shoulder to Shoulder;sentinel
S&T;Science & Technology;sentinel
SAB;Scientific Advisory Board;sentinel
SABR;Sentinel Agile Baseline Requirements;sentinel
SACCS;Strategic Automated Command & Control System;sentinel
SAE;Service Acquisition Executive;sentinel
SAF;Secretary of the Air Force;sentinel
SAFAQ;Secretary of the Air Force - Acquisition;sentinel
SAFe;Scaled Agile Framework;sentinel
SAFE;Secure Access File Exchange;sentinel
SAO;Software Architecture Office;sentinel
SAP;Security Assessment Plan;sentinel
SAP;Software Acquisition Pathway;sentinel
SAP;Special Access Program;sentinel
SAPR;Sexual Assault Prevention & Response;sentinel
SAR;Selected Acquisition Report;sentinel
SATAF;Site Activation Task Force;sentinel
SATCOM;Satellite Communications;sentinel
SBIR;Small Business Innovation Research;sentinel
SBOM;Software Bill of Materials;sentinel
SBPR;Single Background Periodic Reinvestigation;sentinel
SCA;Security Controls Assessor;sentinel
SCA;Static Code Analysis;sentinel
SCG;Security Classification Guide;sentinel
SCIF;Sensitive Compartmented Information Facility;sentinel
SCL;Software Criticality Level (NG rating);sentinel
SCP;Service Cost Position;sentinel
SCRM;Supply Chain Risk Management;sentinel
SD;Strategic Directorate (System?);sentinel
SDC;Standard Desktop Client (DOD pre-stigged image);sentinel
SDD;Software Design Description;sentinel
SDE;Service Delivery Executive;sentinel
SDE;Software Development Environment (developed by NG);sentinel
SDP;Software Development Plan;sentinel
SDRL;Subcontractor Data Requirements List;sentinel
SDS;Strategic Deterrent Systems (NG division);sentinel
SEA;Software Effort Analysis;sentinel
SEAM;Support Equipment Architecture Model;sentinel
SEAM;Systems Engineering Assessment Model;sentinel
SEC;Secure Enterprise Cloud (generic term for Fences);sentinel
SECDEF;Secretary of Defense;sentinel
SE&I;Systems Engineering & Integration;sentinel
SEI;Software Engineering Institute (Carnegie Mellon);sentinel
SEIC;Systems Engineering Integration Capability;sentinel
SEIT;Systems Engineering & Integration Team, or;sentinel
SEIT;Systems Engineering, Integration, & Test;sentinel
SEMD;System Engineering Model Description;sentinel
SEMP;System Engineering Management Plan;sentinel
SEP;Systems Engineering Plan;sentinel
SEPL;Strategic Electronics Parts List;sentinel
SERV;Safety Enhancement Reentry Vehicle;sentinel
SETA;Security Education Training & Awareness;sentinel
SETA;System Engineering Technical Assistant;sentinel
SEWG;System Engineering Working Group;sentinel
SF;Static Fire;sentinel
SFOG;Strategic Fiber Optic Gyroscope;sentinel
SFR;System Functional Review;sentinel
SFXR;Small Flash X-ray;sentinel
SF86;Standard Form 86;sentinel
S-GRA;Software Government Reference Architecture;sentinel
SHADE;Sentinel Hybrid Agile Digital Environment;sentinel
SHB;Secure Host Baseline;sentinel
SHE;Safety, Health, & Environment;sentinel
SHOP;Sentinel Hub for Operational Performance;sentinel
SIA;Security Impact Assessment;sentinel
SIAB;SCIF in a Box;sentinel
SIC;Secure Integrated Cloud;sentinel
SIG;Senior Integration Group;sentinel
SIGINT;Signals Intelligence (phones/radio);sentinel
SIL;Systems Integration Lab;sentinel
SIMON;System Index & Modeling Node;sentinel
SING;Stokes Integral Newtonian Gravity Model;sentinel
SIP;Stakeholder Involvement Plan;sentinel
SIPOC;Suppliers, Inputs, Process, Outputs & Customers;sentinel
SIPR;Secure Internet Protocol Router;sentinel
SITS;Software Integration Test Stand;sentinel
SKDC;Stratcom Key Distribution Center;sentinel
SLA;Service Level Agreement;sentinel
SLP;Survivable Launch Platform;sentinel
SLP-A;Survivable Launch Platform Airborne;sentinel
SMAC;Software Mission Assurance Center;sentinel
SMC;Space Mission Command;sentinel
SME;Subject Matter Expert;sentinel
SMIC;Strategic Missile Integration Center;sentinel
SMO;Support Management Office;sentinel
SMT;Supplier Management Team (NG IPT);sentinel
SMTPC;Strategic Missile Test & Production Complex;sentinel
SMXG;Software Maintenance Group;sentinel
SNL;Sandia National Lab;sentinel
SNTI;Sentinel NC3 Terrestrial Integration (SNTI);sentinel
SOAML;Service Oriented Architecture Modeling Language;sentinel
SOC;System Operational Control;sentinel
sof;Signature on File;sentinel
SOO;Statement of Objectives;sentinel
SOP;Standard Operating Procedure;sentinel
SORA;Source of Repair Assignment;sentinel
SOW;Statement of Work;sentinel
SPA;Special Priority Assistance (DPAS Service to alleviate realized industrial resource conflicts);sentinel
SPEAR;System Performance Exploration & Analysis of Requirements;sentinel
SPI;Schedule Performance Index;sentinel
SPM;System Program Manager;sentinel
SPO;System Program Office;sentinel
SPPN;Special Purpose Processing Node (U-SEIC);sentinel
SPR;Spring Program Review;sentinel
SRA;System Requirements Analysis;sentinel
SRA;Schedule Risk Assessment;sentinel
SRBA;Strategic Repository Beam Accelerometer;sentinel
SRD;System Reference Document;sentinel
SRDR;Software Resources Data Report;sentinel
SRE;Software Reliability Engineering;sentinel
SRG;Security Requirements Guide (DoD Cloud Computing);sentinel
SRMM;Solid Rocket Motor Modernization;sentinel
SRR;System Requirements Review;sentinel
SRS;Software Requirements Specification;sentinel
SSA;Source Selection Authority;sentinel
SSA;Special Security Agreement;sentinel
SSAC;Source Selection Advisory Board;sentinel
SSBI;Single Scope Background Investigation;sentinel
SSDD;System/Sub-system Design Description;sentinel
SSE;System Security Engineering;sentinel
SSEB;Source Selection Evaluation Board;sentinel
SSH;Secure Shell;sentinel
SSIPM;Strategic Space and Intelligence Portfolio Management (Division of OUSD/A&S);sentinel
SSP;Source Selection Plan;sentinel
SSP;Supplier Surveillance Program;sentinel
SSP;System Security Plan;sentinel
SSR;Software Specification Review;sentinel
SSRA;Spectrum Supportability Risk Analysis;sentinel
SST;Support Systesm Team (NG IPT);sentinel
STA;System Threat Assessment;sentinel
STAR;System Threat Assessment Report ;sentinel
STAT;Scientific Test & Analysis Techniques;sentinel
STCS;Subcontractor Timecard System;sentinel
STE;Scientific Technical Expert;sentinel
STE;Secure Telephone Equipment (or Terminal);sentinel
STIG;Security Technical Implementation Guide;sentinel
STINFO;Scientific & Technical Information (documents);sentinel
STIR;System Test Interim Repository;sentinel
STOS;Strategic Operations Squadron (625th);sentinel
STP;Scientific Targeting Program;sentinel
STPA;Systems Theoretic Process Analysis;sentinel
STS;Support and Training Segment (NG);sentinel
STS;Suspense Tracking System;sentinel
STT;Stockpile-to-Target Sequence;sentinel
STT;System Test Team;sentinel
SUT;System Under Test;sentinel
SVR;System Verification Review;sentinel
SWCI;Software Criticality Index (NG rating);sentinel
SysML;System Modeling Language;sentinel
TACC;Technology and Collaboration Center;sentinel
TACLANE;Tactical Local Area Network Encryption;sentinel
TAI;Total Active Inventory;sentinel
T&C;Terms & Conditions;sentinel
TCAMP;Time Certain Affordability Management Program;sentinel
TCD;Terminal Countdown;sentinel
TCO;Transition Coordination Office;sentinel
TCP;Technology Control Plan;sentinel
TDD;Test Driven Development;sentinel
TDMS;Test Data Management System;sentinel
TDO;Trusted Data Object;sentinel
TDP;Technical Data Package;sentinel
TDS;Technology Development Strategy;sentinel
T&E;Test & Evaluation;sentinel
TE;Transporter/Erector;sentinel
TEM;Technical Exchange Meeting;sentinel
TEMP;Test and Evaluation Master Plan;sentinel
TERB;Technical Evaluation Review Board;sentinel
TES;Test & Evaluation Strategy;sentinel
THANOS;Threat and Hardness Assessment of Nuclear Operational Survivability;sentinel
TID;Total Ionizing Dose;sentinel
TIM;Technical Interchange Meeting;sentinel
TLP;Tailored Leadership Picture;sentinel
TLS;Transport Layor Security;sentinel
TLSCM;Total Life Cycle System Mgmt;sentinel
TLYF;Test Like You Fly;sentinel
TME;Tech Maturity Event;sentinel
TMFRM;Tech Maturity Feasibility & Risk Matrix;sentinel
TMRR;Technology Maturation and Risk Reduction;sentinel
TMSS;Technical Manual Schedule & Status;sentinel
TNE;Trusted Network Environment;sentinel
TO (Val/Ver);Technical Order (Validation & Verification);sentinel
TOR;Technical Operating Report;sentinel
TOR;Terms of Reference;sentinel
TOSS;Technical Order Schedule & Status;sentinel
ToT;Turn over to Test (SW readiness for integration test);sentinel
TQL;Tool Qualification Level (DO-178C level);sentinel
TPA;Testing Planning Analysis;sentinel
TPI;Two-Person Integrity;sentinel
TPM;Technical Performance Measures;sentinel
TPWG;Test Planning Working Group;sentinel
TRA;Technology Readiness Assessment;sentinel
TRB;Technical Review Board;sentinel
TRD;Technical Requirements Document;sentinel
TREX;Test Reference Execution Architecture Model;sentinel
TRL;Technology Readiness Level;sentinel
TRR;Test Readiness Review;sentinel
TS;Top Secret;sentinel
TSRA;Tracking Systems Requirements Analysis;sentinel
TSS;Training Scheduling System;sentinel
TT;Thrust Termination;sentinel
TTA;Tools Test & Automation;sentinel
TTX;Tabletop Exercise;sentinel
TVA;Thrust Vector Actuation;sentinel
TVC;Thrust Vector Control;sentinel
TVR;Target Verification Reply;sentinel
UARC;University Affiliated Research Center;sentinel
UAS;Unmanned Aerial Surveillance (Drones);sentinel
UAT;User Acceptance Test;sentinel
UCA;Umbilical Cable Assembly;sentinel
UCCG;Unified Code Counter - Government Edition;sentinel
UCS;Unified Certification Strategy;sentinel
UCMJ;Uniform Code of Military Justice;sentinel
UCMP;Unified Certification Management Plan;sentinel
UFN;Until Further Notice;sentinel
UHF;Ultra High Frequency (300-3000 MHz);sentinel
ULWG;Unauthorized Launch Working Group;sentinel
UML;Unified Modeling Language;sentinel
UON;Urgent Operational Need;sentinel
UR;Unsatisfactory Report;sentinel
URA;Umbilical Receptacle Assembly;sentinel
URD;Unit Reference Designator;sentinel
URL;Uniform Resource Locator;sentinel
USA;Umbilical Substitute Assembly;sentinel
USApp;Univied Services Application;sentinel
USLM;Unit Software License Manager;sentinel
USSTRATCOM;US Strategic Command;sentinel
VAC;Variance at Completion;sentinel
VAMOSC;Visibility and Management of Operating and Support Costs;sentinel
VAR;Variance Analysis Report;sentinel
VATEP;Value Adjusted Total Evaluated Price;sentinel
VCJCS;Vice Chairman of the Joint Chiefs of Staff;sentinel
VDI;Virtual Desktop Infrastructure;sentinel
VLF;Very Low Frequency (3 – 30 KHz);sentinel
VV&A;Verified, Validated and Accredited;sentinel
WAD;Work Authorization Document;sentinel
WAM;Weapons Allocation Model;sentinel
WAM;Work Authorization Memo;sentinel
WARNO;Warning Order;sentinel
WBS;Work Breakdown Structure;sentinel
WG;Working Group;sentinel
WGS;World Geodetic System;sentinel
WMD;Weapons of Mass Destruction;sentinel
